CaseID,Title,Location,City,State,Latitude,Longitude,CF,CI,Number of Enforcement Fatalities,Number of Enforcement Injured,Total Number of Fatalities,Total Number of Victims,Description,Date,Day of Week,Date - Detailed,Shooter Name,Number of shooters,Shooter Age(s),Average Shooter Age,Shooter Sex,Shooter Race,Type of Gun - Detailed,Type of Gun - General,Number of Shotguns,Number of Rifles,Number of Handguns,Total Number of Guns,Number of Automatic Guns,Number of Semi-Automatic Guns,Fate of Shooter at the scene,Fate of Shooter,Shooter's Cause of Death,School Related,Place Type,Relationship to Incident Location,Targeted Victim/s - Detailed,Targeted Victim/s - General,Possible Motive - Detailed,Possible Motive - General,History of Mental Illness - Detailed,History of Mental Illness - General
184,Tyrone,"Tyrone, Missouri",Tyrone,Missouri,37.204442,-91.876583,7,1,0,0,8,8,"Late night on February 26, a man entered the home of two of his cousins and shot them. Their daughter escaped the home and called the police. The shooter proceeded to four other nearby residences, killing two more of his cousins and three other acquaintances. The shooter then drove to another county and killed himself in his car. The shooter's mother, who lived with the shooter, was found dead from lung cancer in her home.",2/26/15,Friday,"Thursday, February 26, 2015",Joseph Aldridge,1,36,36,Male,White American or European American,.45 caliber handgun,Handgun,0,0,1,1,0,1,Deceased,Deceased,Suicide,No,Residential home/Neighborhood,Place of residency,Four of the shooter's cousins and four acquaintances. All were the shooter's neighbors.,Family/Social,"The shooter lived with his mother, who died of lung cancer in her home shortly before the shootings. It is possible that her death contributed to the shooter's motive. The shooter?s autopsy showed he had a 0.256 percent blood-alcohol content ? more than three times the legal limit to drive in Missouri ? as well as marijuana and over-the-counter painkillers and allergy medicine in his system. Police say a motive has not been determined at this time and the investigation is ongoing. ",Unknown,None,No
185,Morgantown,"Morgantown, West Virginia",Morgantown,West Virginia,39.63400851,-79.94839325,4,0,0,0,5,4,"On December 1, 2014, a man entered the home of his ex-girlfriend and shot and killed her and her new boyfriend. He then proceeded to the home of a business rival, whom he killed, and the home of another man with whom his ex-girlfriend had been involved, whom he also killed. The shooter then drove to another county and shot himself.",12/1/14,Monday,"Monday, December 1, 2014",Jody Lee Hunt,1,39,39,Male,White American or European American,9mm handgun,Handgun,0,0,1,1,0,0,Deceased,Deceased,Suicide,No,Residential home/Neighborhood,Place of residency,"The victims were the shooter's ex-girlfriend, her current boyfriend, another man she with whom she had been romantically involved, and the owner of a towing company that competed with the shooter's towing company.",Social,"The shooter posted statements on Facebook complaining of relationship problems with one of the victims: ""I poured out my heart to her only to be manipulated as to what  I could give her."" ""This was not the plan but a struggle to see that those who strives to hurt me received their fair pay of hurt like I received."" One of the shooter's victims had filed a domestic violence case against him a month before the shooting.",Social dispute,None,No
186,Douglasville,"Douglasville, Georgia",Douglasville,Georgia,33.71059292,-84.71564276,4,2,0,0,5,6,"On February 7, 2015, a man entered the house of his ex-wife and shot her, two of their children, her boyfriend, and wounded two of her children. He then went onto the street and shot himself.",2/7/15,Saturday,"Saturday, February 7, 2015",Cedric Prather,1,33,33,Male,Black American or African American,.45 caliber handgun,Handgun,0,0,1,1,Unknown,Unknown,Deceased,Deceased,Suicide,No,Residential home/Neighborhood,Place of residency,"The shooter's ex-wife, two of their children, his ex-wife's boyfriend, and two of his ex-wife's children",Family,Investigators suspect that the shootings occurred over a fight between the shooter and his ex-wife over taxes and child support.,Financial dispute,None,No
187,McAvan's Pub,"Syracuse, New York",Syracuse,New York,43.04093416,-76.14376763,0,6,0,0,0,6,"Shortly after midnight on February 1, 2015, a man forced his ex-girlfriend at gunpoint to bring him to McAvan's Pub, where a birthday party with her relatives was taking place. The woman's brother attempted to separate her from her companion, at which point the man opened fire, injuring six people including his ex-girlfriend's brother.",2/1/15,Sunday,"Sunday, February 1, 2015",Michael Morris,1,22,22,Male,Black American or African American,Unknown,Handgun,0,0,1,1,Unknown,Unknown,Custody,Custody,Not applicable,No,Entertainment venue,Place of recreation,"The shooter's ex-girlfriend's brother, others in the pub",Social,The shooter said to his ex-girlfriend that she had cooperated with police in a past investigation of the shooter.,Rejection,None,No
188,Clarkesville,"Clarkesville, Georgia",Clarkesville,Georgia,34.61025711,-83.52918091,2,0,0,2,3,4,"On February 22, 2015, A former police officer fatally shot his ex-wife and her friend, then wounded a local sheriff and a deputy at his ex-wife's home on Sunday before he was killed by the return fire from law enforcement.",2/22/15,Sunday,"Sunday, February 22, 2015",Anthony Giaquinta,1,41,41,Male,White American or European American,Glock 9mm pistol,Handgun,0,0,1,1,0,1,Deceased,Deceased,Killed,No,Residential home/Neighborhood,Place of residency,"The shooter's ex-wife, his ex-wife's friend, a local sheriff, and a sheriff's deputy",Family,A long-simmering domestic dispute that had been going on between the shooter and his ex-wife.,Domestic dispute,None,No
189,Killeen,"Killeen, Texas",Killeen,Texas,31.07925506,-97.73392317,3,1,0,0,4,4,"On Sunday night of February 22, Fort Hood soldier opened fire on three people, killing two and injuring one before forcing his wife into another home, where he killed her and then himself. ",2/22/15,Sunday,"Sunday, February 22, 2015",Atase Giffa,1,30,30,Male,Black American or African American,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Deceased,Deceased,Suicide,No,Residential home/Neighborhood,Place of residency,Three of neighbors and the shooter's wife,Family,Officers had recently been at the shooter's house for an unspecified domestic disturbance.,Domestic dispute,None,No
190,Charlotte,"Charlotte, North Carolina",Charlotte,North Carolina,35.226354,-80.836788,3,0,0,0,3,3,"On February 24, 2015, ""America's Next Top Model"" contestant was killed in a triple homicide at her boyfriend's home.",2/24/15,Tuesday,"Tuesday, February 24, 2015",Emmanuel Jesus Rangel,1,19,19,Male,Some other race,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Custody,Custody,Not applicable,No,Residential home/Neighborhood,Place of residency,Two men and one woman. The victims and suspects knew each other.,Social,The victims knew each other and that the shooting may have been drug-related.,Drug use,None,No
192,Tarboro,"Tarboro, North Carolina",Tarboro,North Carolina,35.90434471,-77.55639964,3,0,0,0,4,3,"On Saturday afternoon of February 28, 2015, one of the fatal shootings happened at the Master's Touch barber shop around 1 p.m. Another shooting  happened at a nearby mobile home park. A woman and man were shot in that encounter. Police later shot and killed the suspected gunman after they tracked down the suspect. ",2/28/15,Saturday,"Saturday, February 28, 2015",Ian Trevor Sherrod,1,40,40,Male,Black American or African American,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Deceased,Deceased,Killed,No,"Retail/Wholesale/Services facility
/Residential home/Neighborhood","Place of business/employment
Place of residency",Three of shooter's neighbors,Social,"Unknown, The investigation's division is still working on finding out the motive because it is a little more complex because there is so much history and background involved.",Unknown,"The man was delusional and had been treated for mental issues.
The shooter had been repeatedly treated for mannerisms indicative of paranoid schizophrenia within recent years. ",Yes
194,Brookhaven,"Brookhaven, Mississippi",Brookhaven,Mississippi,31.58036482,-90.44323475,2,3,0,0,2,5,"On early Friday morning of March 13, the man accused of shooting  the owners of a house, killing the two and critically injuring the other three. The man rented a room in the house. The man and the house owner had argued about something, and the man pulled out a gun and started shooting. He was found dead on Saturday, May 31, 2015 in his cell.",3/13/15,Friday,"Friday, March 13, 2015",Jimmy Lyons,1,32,32,Male,Black American or African American,.45 caliber,Handgun,0,0,1,1,0,1,Custody,Custody,Not applicable,No,Residential home/Neighborhood,Place of residency,All five members of house owner's family,Social,The owner of house and the shooter had argued.,Social dispute,Unknown,Unknown
195,Cottonwood,"Cottonwood, Alabama",Cottonwood,Alabama,31.0549687,-85.30100084,2,1,0,0,3,3,"On Sunday night of March 15, the man broke into a house and killed two people including his wife and shot another person before turning the gun on himself.",3/15/15,Sunday,"Sunday, March 15, 2015",Christopher Lance Joyner,1,45,45,Male,White American or European American,Unknown,Rifle,0,1,0,1,Unknown,Unknown,Deceased,Deceased,Suicide,No,Residential home/Neighborhood,Place of residency,"The shooter's wife and mother-in-law, and a family friend ",Family,A warrant was active for the man in regards to an ongoing domestic situation. Court documents indicate the man's bond was revoked because of a violation of a family violence protection order. The shooting may have been domestic in nature between the  man and his wife.,Domestic dispute,None,No
196,Mesa,"Mesa, Arizona",Mesa,Arizona,33.42268696,-111.8163202,1,5,0,0,1,6,"On March 18, 2015, the shootings started with an argument inside a motel room that spilled outside, one man dead and two women wounded. The gunman then shot another man who was working at a nearby restaurant. The gunman got away from the restaurant by carjacking the school instructor's car. The man then went to an apartment complex about 2 miles away, and shot another man. Another man was found in a neighboring apartment building with multiple gunshot wounds.",3/18/15,Wednesday,"Wednesday, March 18, 2015",Ryan Elliott Giroux,1,41,41,Male,White American or European American,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Custody,Custody,Not applicable,No,Residential home/Neighborhood,Place of residency,"The dead victim knew the suspect. Records show the men served time in state prison several years ago, but state corrections officials say they never were housed in the same unit. A man with a social relationship with the shooter and dead victim's his mother, and his neighbors.",Social,"Drugs, money initially motivated",Drug use/Financial difficulties,None,No
